Age;Gender;Weight (kg);Height (m);Max_BPM;Avg_BPM;Resting_BPM;Session_Duration (hours);Calories_Burned;Workout_Type;Fat_Percentage;Water_Intake (liters);Workout_Frequency (days/week);Experience_Level;BMI;Daily meals frequency;Physical exercise;Carbs;Proteins;Fats;Calories;meal_name;meal_type;diet_type;sugar_g;sodium_mg;cholesterol_mg;serving_size_g;cooking_method;prep_time_min;cook_time_min;rating;Name of Exercise;Sets;Reps;Benefit;Burns Calories (per 30 min);Target Muscle Group;Equipment Needed;Difficulty Level;Body Part;Type of Muscle;Workout;BMI_calc;cal_from_macros;pct_carbs;protein_per_kg;pct_HRR;pct_maxHR;cal_balance;lean_mass_kg;expected_burn;Burns Calories (per 30 min)_bc;Burns_Calories_Bin
21.62;Male;40.39;1.56;192.04;121.14;57.25;1.44;1036.8;Yoga;2.258.225.438.388.450;2.1;4.01;2.0;16.6;2.99;-0.01;219.17;88.42;58.54;1241.0;Other;Dinner;Vegan;6.6;264.76;74.08;468.23;Raw;49.12;36.74;4.99;Leg Press;4.98;17.07;Isolates triceps;343.25;Core, Shoulders, Hips;Bench, Barbell;Intermediate;Chest;Triceps;Leg extensions;16.596.811.308.349.700;17.572.199.999.999.900;0.4989016742354401;2.189.155.731.616.730;0.4739965872839232;0.6308060820662362;20.420.000.000.000.000;31.269.027.454.349.000;988.56;7,38E+34;Medium
27.05;Male;64.38;1.52;194.95;119.92;59.98;1.18;1556.3;HIIT;3.012.192.901.748.010;2.1;4.01;1.99;27.87;3.0;-0.04;204.53;81.4;54.32;1843.0;Other;Lunch;Vegan;17.77;664.84;112.97;353.02;Steamed;42.93;112.24;2.68;Plank;4.98;24.96;Targets abdominal muscles;337.89;Lower Abs;Resistance Band or Cable Machine;Beginner;Shoulders;Lower Chest;Towel pull-up;27.865.304.709.141.200;1632.6;0.5011147862305525;12.643.678.160.919.500;0.4440986885974661;0.6151320851500385;28.670.000.000.000.000;4.498.750.209.854.620;7.974.204;6,49E+34;Medium
42.52;Male;58.27;1.67;161.43;132.78;62.77;1.75;2504.42;HIIT;26.061.287.542.760.500;2.68;4.99;3.01;20.89;3.0;-0.04;300.1;119.64;79.86;1867.0;Other;Dinner;Keto;19.5;1617.56;95.41;255.62;Boiled;59.74;51.02;4.85;Russian Twists;4.97;20.04;Improves core stability and balance;327.69;Quadriceps, Glutes;Box or Platform;Advanced;Shoulders;Quads;Concentration curls;2.089.354.225.680.370;2397.7;0.5006464528506486;2.053.200.617.813.620;0.7096087573484694;0.8225236944805798;-6.374.200.000.000.000;4.308.408.774.883.340;1.146.915;5,05E+35;Low
22.34;Male;44.62;1.72;166.2;131.83;53.8;1.47;1588.92;Strength;18.819.574.859.031.300;1.78;4.03;2.01;15.08;2.99;0.02;176.48;70.7;46.83;1215.0;Other;Dinner;Vegan;16.1;2293.14;152.11;469.72;Raw;14.72;27.18;2.5;Dragon Flags;4.99;21.96;Strengthens lower abs;329.7;Back, Hamstrings, Glutes;Low Bar or TRX;Advanced;Back;Posterior;Plank;15.082.477.014.602.400;1410.19;0.5005850275494791;15.844.912.595.248.700;0.694217081850534;0.7932009626955476;-3.739.200.000.000.000;362.227.056.979.002;969.318;5,31E+35;Low
30.97;Female;87.13;1.76;171.9;150.75;65.86;1.29;1234.27;Cardio;2.666.192.437.697.250;3.29;2.98;1.96;28.13;2.01;3.0;281.36;112.75;75.04;2301.0;Other;Snack;Vegetarian;20.11;1495.48;229.23;199.52;Baked;31.65;32.92;1.0;Squats;4.0;18.97;Improves core stability and balance;360.45;Obliques, Core;Bench or Step;Beginner;Arms;Lower;Bent-over lateral raises;2.812.822.830.578.510;2251.8;0.4997957189803712;12.940.433.834.500.100;0.800546963410034;0.8769633507853403;1066.73;6.389.946.529.034.370;929.961;1,10E+35;High
51.01;Male;88.33;1.62;163.19;132.87;71.6;1.55;1816.29;Strength;3.175.910.212.981.790;3.5;3.98;3.02;33.66;4.0;1.02;279.83;112.02;74.54;2363.0;Other;Dinner;Paleo;33.45;1361.7;56.74;222.08;Raw;20.47;19.15;3.0;Bird Dogs;4.98;17.98;Builds lower body power;354.2;Core;Resistance Band;Intermediate;Legs;Wrist Flexors;Overhead triceps extensions;3.365.721.688.766.950;2238.26;0.5000848873678662;12.681.987.999.547.100;0.6689594933944755;0.8142043017341749;546.71;6.027.718.508.873.170;1098.02;9,53E+34;High
38.27;Female;56.26;1.71;183.44;148.11;58.77;1.95;1518.66;Yoga;19.335.857.126.759.000;2.71;5.02;2.98;19.24;2.97;0.02;204.05;81.43;54.36;1542.0;Other;Dinner;Vegan;7.75;1231.15;183.01;435.1;Fried;7.19;112.65;1.78;Tricep Extensions;3.99;14.98;Improves cardiovascular fitness;341.54;Upper Back, Rear Deltoids;Bench or Chair;Intermediate;Back;Wrist Flexors;Bent-over lateral raises;19.240.108.067.439.500;1631.16;0.5003800975992545;144.738.713.117.668;0.7166118552979868;0.807402965547318;2.333.999.999.999.990;4.538.164.678.048.530;1.332.006;7,08E+34;Medium
29.04;Female;80.05;1.98;160.27;144.94;49.87;1.64;2343.4;HIIT;2.422.808.187.362.910;3.5;4.99;2.99;20.42;3.01;0.0;243.37;97.12;64.72;2291.0;Other;Dinner;Vegetarian;26.91;1842.98;260.32;431.83;Boiled;10.78;11.39;4.72;Scissors Kicks;4.01;15.02;Improves hip power and cardiovascular fitness;334.59;Chest, Triceps;Bench or Sturdy Surface;Advanced;Shoulders;Wrist Flexors;Bird dog;20.418.834.812.774.200;1944.44;0.5006480014811462;12.132.417.239.225.400;0.861141304347826;0.9043489112123292;-5.240.000.000.000.000;6.065.542.046.015.980;10.974.552;5,99E+35;Low
34.12;Male;51.3;1.62;162.33;157.51;52.87;1.43;1028.74;Yoga;2.378.514.662.096.290;2.38;3.0;1.99;19.55;2.99;0.02;217.39;86.77;58.86;1349.0;Other;Snack;Vegetarian;48.17;605.17;10.93;424.3;Baked;16.48;23.6;1.55;Flutter Kicks;4.01;20.04;Builds unilateral leg strength and balance;338.46;Upper Back, Rear Deltoids;Box or Platform;Beginner;Chest;Lower Chest;Incline cable crossovers;1.954.732.510.288.060;1746.38;0.4979214145833094;16.914.230.019.493.100;0.9559656495523476;0.9703073985092096;320.26;3.909.821.978.344.590;9.679.956;6,58E+34;Medium
19.66;Female;85.14;1.92;171.7;136.16;57.93;1.72;2012.4;Strength;25.467.701.067.664.100;3.51;5.02;3.0;23.1;1.99;1.0;241.81;96.67;64.14;2350.0;Other;Breakfast;Low-Carb;17.95;128.14;95.66;227.42;Raw;43.59;111.31;1.93;Squats;5.0;18.93;Targets upper chest;364.47;Legs, Shoulders, Core;Bench or Sturdy Surface;Intermediate;Back;Wrist Extensors;Incline dumbbell press;23.095.703.125;1931.18;0.5008543999005789;11.354.240.075.170.300;0.6876153643315461;0.7930110658124636;3.375.999.999.999.990;63.456.799.310.990.700;12.537.768;1,20E+35;Very High
18.16;Male;67.02;1.6;182.21;164.17;71.0;0.61;402.6;Yoga;3.379.530.104.094.920;2.41;3.0;1.0;26.18;2.02;0.0;248.68;99.81;66.22;1639.0;Other;Snack;Keto;10.38;1697.88;15.74;168.42;Baked;7.98;93.9;4.43;Seated Rows;5.0;16.92;Builds explosive upper body power;349.08;Upper Chest, Triceps;Cable Machine or Resistance Band;Intermediate;Shoulders;Lats;Skull crushers;26.179.687.499.999.900;1989.94;0.4998743680713991;1.489.256.938.227.390;0.8377843719090008;0.9009933593106854;1236.4;44.370.389.242.355.700;4.258.776;8,47E+32;High
53.09;Female;68.55;1.97;194.36;139.26;69.07;1.3;934.44;Yoga;19.482.002.224.798.000;2.11;3.0;1.98;17.66;3.02;-0.01;238.04;95.57;63.68;1713.0;Other;Breakfast;Balanced;47.59;1142.51;108.04;158.05;Roasted;23.12;72.39;2.19;Bulgarian Split Squats;4.0;16.03;Targets lower chest;368.33;Core, Shoulders, Hips;Resistance Band;Intermediate;Abs;Lateral;Bicycle crunches;17.663.428.586.152.600;1907.56;0.4991507475518463;13.941.648.431.801.600;0.560220288929683;0.7165054537970775;778.56;5.519.508.747.490.090;957.658;1,31E+36;Very High
42.1;Female;63.57;1.72;173.0;169.33;62.08;1.42;1531.04;Strength;254.775.113.553.576;1.78;3.01;1.98;21.49;2.02;0.01;299.21;119.06;79.76;1706.0;Other;Breakfast;Vegan;31.16;1144.8;41.96;210.03;Boiled;54.82;50.72;4.8;Bicycle Crunches;2.99;10.05;Builds lower body power and endurance;270.01;Lower Abs, Hip Flexors;Bench or Chair;Beginner;Legs;Wrist Flexors;Face pulls;2.148.796.646.836.120;2390.92;0.5005771836782493;1.872.896.020.135.280;0.9669130905156872;0.97878612716763;17.496.000.000.000.000;4.737.394.603.139.910;7.668.284;1,04E+35;Low
27.78;Female;62.61;1.6;178.08;129.04;62.07;1.1;1188.0;Strength;2.860.840.127.566.310;1.72;3.03;2.0;24.46;2.0;-0.02;239.42;95.7;63.85;1625.0;Other;Breakfast;Paleo;42.59;1861.0;197.51;154.06;Grilled;58.92;89.29;4.7;Glute Bridges;4.0;17.07;Improves lower back strength;354.51;Full Body;Parallel Bars or Chair;Advanced;Forearms;Middle;Overhead triceps extensions;2.445.703.125;1915.13;0.5000600481429458;15.285.098.227.120.200;0.5772778208775105;0.724618149146451;437.0;446.982.799.613.073;779.922;9,60E+34;High
48.93;Male;77.97;1.61;160.0;157.8;50.05;1.03;1358.47;HIIT;3.329.903.333.749.500;3.4;2.97;1.99;30.08;3.99;0.0;199.54;80.01;53.45;2176.0;Other;Breakfast;Low-Carb;0.03;2371.74;66.42;173.32;Raw;41.6;75.86;2.99;Thrusters;3.98;16.91;Improves balance and coordination;350.07;Obliques, Core;Resistance Band or Cable Machine;Advanced;Arms;Lateral;Romanian deadlifts;30.079.858.030.168.500;1599.25;0.4990839455994997;10.261.639.091.958.400;0.9799909049567986;0.98625;817.53;52.006.743.706.755.000;7.211.442;8,66E+34;High
32.37;Female;107.15;1.6;183.22;151.68;74.08;1.4;1008.84;Yoga;35.0;3.3;3.96;2.01;41.86;3.0;-0.02;185.25;74.17;49.39;2719.0;Other;Dinner;Paleo;25.41;2005.54;195.43;398.91;Raw;39.73;59.86;1.64;Windshield Wipers;5.0;18.06;Builds shoulder width;366.12;Quadriceps, Calves, Glutes;Barbell;Beginner;Abs;Triceps;Decline dumbbell flyes;4.185.546.874.999.990;1482.19;0.4999359056531213;0.6922071861875875;0.7110133773135423;0.8278572208274206;1710.16;6.964.750.000.000.000;1.025.136;1,25E+36;Very High
32.07;Female;107.2;1.8;172.03;137.52;52.92;1.26;831.6;Yoga;29.325.055.332.936.600;3.5;3.01;1.0;33.09;4.0;4.01;394.86;157.82;105.69;2843.0;Other;Snack;Vegetarian;47.91;1604.15;241.13;395.74;Roasted;44.21;45.71;3.81;Face Pulls;3.01;19.99;Improves hip power and cardiovascular fitness;189.54;Full Core;Pull-up Bar;Intermediate;Forearms;Lats;Leg curls;3.308.641.975.308.640;31.619.300.000.000.000;0.4995176996328191;14.722.014.925.373.100;0.710267819662497;0.79939545428123;2011.4;7.576.354.068.309.190;4.776.408;5,80E+32;Low
34.93;Female;85.63;1.85;184.87;134.74;55.1;1.78;2081.0;Strength;25.454.966.240.620.600;3.52;4.98;2.99;25.02;3.0;0.0;164.02;64.94;43.79;2319.0;Other;Dinner;Low-Carb;24.74;1053.39;66.63;234.15;Baked;51.8;29.29;1.48;Lunges;3.98;23.01;Improves posture and strengthens upper back;354.79;Lower Abs, Hip Flexors;Low Bar or TRX;Beginner;Back;Wrist Flexors;Towel pull-up;25.019.722.425.127.800;1309.95;0.5008435436467041;0.7583790727548756;0.6137011635971334;0.7288364796884297;238.0;6.383.291.240.815.650;12.630.524;9,66E+34;High
55.16;Female;63.01;1.7;187.14;120.82;67.03;1.31;1296.9;Strength;2.511.741.684.987.080;2.51;3.0;1.0;21.8;3.0;-0.03;298.5;118.07;79.81;1624.0;Other;Snack;Vegetarian;26.32;1052.14;187.28;272.06;Grilled;57.37;52.54;1.71;Dips;5.0;25.09;Targets lower chest;332.73;Quadriceps, Calves, Glutes;Box or Platform;Advanced;Abs;Middle;Standing calf raises;2.180.276.816.608.990;2384.57;0.5007192072365249;1.873.829.550.864.940;0.4478394804762301;0.6456129101207652;3.270.999.999.999.990;4.718.351.564.289.630;8.717.526;5,72E+34;Low
33.62;Male;88.29;1.64;197.04;147.12;70.28;1.91;2729.2;HIIT;33.411.164.747.869.000;3.48;4.02;2.99;32.83;3.02;0.01;245.35;97.88;65.02;2466.0;Other;Lunch;Keto;36.57;1191.29;196.11;216.96;Steamed;57.13;5.78;1.61;Russian Twists;5.01;15.06;Full body workout;338.6;Full Body;Dumbbells or Barbell;Beginner;Forearms;Triceps;Crunches;3.282.644.259.369.420;1958.1;0.5012001429957612;11.086.193.226.866.000;0.6061849163774062;0.7466504263093788;-2.631.999.999.999.990;5.879.128.264.410.640;1.293.452;6,60E+34;Medium
23.13;Male;115.06;1.6;182.02;162.91;59.95;1.47;1940.4;HIIT;35.0;2.71;3.98;2.0;44.95;3.01;0.03;267.04;108.29;72.24;2894.0;Other;Snack;Keto;38.21;960.79;25.92;207.77;Boiled;49.48;36.39;3.38;Jumping Jacks;3.98;24.04;Improves flexibility;351.41;Full Core;Kettlebell;Intermediate;Forearms;Grip Strength;Preacher curls;4.494.531.249.999.990;2151.48;0.4964768438470263;0.9411611333217452;0.8434504792332267;0.895011537193715;953.6;74.789;10.331.454;8,94E+34;High
49.23;Female;57.73;1.99;183.43;160.78;66.94;0.93;920.7;Strength;17.554.987.449.137.200;3.08;3.0;1.0;14.58;2.98;-0.02;199.92;80.88;53.56;1721.0;Other;Dinner;Vegan;31.42;1999.28;153.23;462.36;Raw;44.85;101.44;1.28;Reverse Lunges;5.01;23.97;Builds lower body power;350.43;Quadriceps, Hamstrings, Glutes;Bench, Barbell;Advanced;Abs;Posterior;Triceps dips;14.577.914.699.123.700;16.052.399.999.999.900;0.4981684981684982;14.010.046.769.443.900;0.8055627092454287;0.8765196532737284;800.3;4.759.550.574.561.300;6.517.998;8,74E+34;High
58.13;Female;75.16;1.77;160.88;140.28;62.96;1.04;750.05;Yoga;26.172.342.718.581.400;2.51;3.98;2.02;23.99;2.99;-0.01;154.44;62.68;41.08;1835.0;Other;Snack;Vegetarian;-0.33;2465.78;194.09;458.66;Grilled;22.21;106.0;1.95;Bicep Curls;3.99;22.02;Improves cardiovascular fitness;347.62;Core, Obliques;Resistance Band;Intermediate;Chest;Wrist Flexors;Leg curls;2.399.055.188.483.510;1238.2;0.4989177838798255;0.8339542309739223;0.789624183006536;0.8719542516161114;1084.95;5.548.886.721.271.410;7.230.496;8,18E+34;Medium
49.37;Female;69.74;1.89;194.15;127.06;50.79;0.69;607.75;Cardio;2.383.641.851.892.490;2.58;3.02;1.01;19.52;4.01;-0.0;261.77;105.64;69.55;2062.0;Other;Snack;Vegan;19.82;2219.46;231.94;111.13;Grilled;37.08;76.7;3.1;Plank;3.99;17.95;Builds explosive upper body power;354.24;Quadriceps;Kettlebell;Advanced;Abs;Lateral;Russian twists;1.952.352.957.643.960;2095.59;0.499658807304864;1.514.769.142.529.390;0.5320172991071429;0.6544424414112799;1454.25;5.311.648.172.490.170;4.888.512;9,54E+34;High
33.4;Male;40.45;1.63;180.95;146.99;66.09;1.07;1412.4;HIIT;176.528.083.116.505;1.5;4.01;2.0;15.22;3.0;-0.0;278.89;111.76;74.84;1113.0;Other;Snack;Low-Carb;46.04;2502.75;24.64;263.74;Raw;21.11;56.73;2.81;Deadlift;4.99;22.96;Builds lower body power;352.96;Lower Back, Glutes;Pull-up Bar;Advanced;Back;Lats;Incline cable crossovers;15.224.509.767.021.700;2236.16;0.4988730681167716;27.629.171.817.058.000;0.7043357130419643;0.8123238463663996;-2.994.000.000.000.000;3.330.943.903.793.730;7.553.344;9,27E+34;High
58.94;Female;50.53;1.95;187.82;166.99;55.09;1.08;949.54;Cardio;14.845.321.866.598.400;3.4;3.0;1.0;13.29;3.01;0.01;205.94;82.34;54.58;1422.0;Other;Lunch;Low-Carb;49.87;2419.97;111.32;139.04;Steamed;49.35;44.24;1.8;Push-ups;5.0;16.07;Strengthens back and legs;331.12;Shoulders;Bench, Barbell;Intermediate;Shoulders;Triceps;Bird dog;1.328.862.590.401.050;1644.34;0.5009669533064938;16.295.270.136.552.500;0.8430648685300988;0.8890959429240763;472.46;4.302.865.886.080.770;7.152.192;5,50E+35;Low
37.23;Male;70.27;1.77;161.66;123.16;52.1;1.0;1207.8;HIIT;24.206.856.935.953.700;1.7;1.98;1.0;22.43;3.01;0.0;188.0;75.04;50.04;1955.0;Other;Breakfast;Balanced;0.99;1515.32;248.88;111.2;Raw;38.91;23.62;3.67;Renegade Rows;4.98;16.15;Improves shoulder health and posture;350.65;Full Core;Box or Platform;Intermediate;Legs;Lower;Plank;2.242.969.772.415.330;1502.52;0.500492505923382;10.678.810.303.116.500;0.6485943775100401;0.7618458493133737;747.2;5.325.984.163.110.530;701.3;8,78E+34;High
32.73;Male;54.37;1.66;190.99;128.86;71.96;1.25;1099.0;Cardio;2.096.774.617.390.720;2.51;2.99;1.0;19.73;3.01;-0.02;245.54;98.14;65.72;1419.0;Other;Dinner;Low-Carb;2.18;84.85;205.29;138.88;Raw;9.37;44.27;4.84;Lunges;4.0;23.95;Improves shoulder mobility and posture;351.66;Chest, Triceps, Shoulders;Kettlebell;Beginner;Legs;Quads;Close-grip bench press;1.973.073.014.951.370;1966.2;0.4995219204557013;18.050.395.438.661.000;0.4780307485507856;0.6746950102099587;320.0;4.296.983.640.524.660;8.791.500.000.000.000;8,99E+34;High
38.87;Female;102.47;1.94;191.91;133.81;50.17;0.89;587.93;Yoga;2.724.528.604.099.620;2.4;3.0;1.01;27.23;3.01;-0.01;283.31;112.49;75.07;2808.0;Other;Snack;Paleo;10.14;438.73;7.17;458.39;Raw;30.48;104.71;1.92;Dips;5.0;21.84;Builds shoulder width;369.96;Core, Lower Back;Bench or Sturdy Surface;Beginner;Legs;Grip Strength;Hanging leg raises;27.226.591.561.271.100;2258.83;0.5016933545242449;10.977.847.174.782.800;0.5900945392973049;0.6972539211088531;2220.07;7.455.175.539.379.110;6.585.287.999.999.990;1,36E+36;Very High
18.62;Male;88.53;1.77;174.78;127.31;72.08;1.51;1991.54;HIIT;30.128.461.056.980.500;3.71;3.95;1.99;28.26;3.01;0.0;252.03;100.67;66.89;2182.0;Other;Snack;Vegetarian;49.3;146.14;283.08;362.27;Roasted;18.2;66.35;1.68;Turkish Get-ups;4.01;10.1;Strengthens core and improves mobility;320.04;Triceps, Chest;Barbell;Beginner;Arms;Grip Strength;Romanian deadlifts;28.258.163.363.018.200;2012.81;0.5008520426667197;11.371.286.569.524.400;0.5377799415774099;0.7284014189266507;19.046.000.000.000.000;6.185.727.342.625.510;9.665.208;4,16E+34;Low
55.91;Male;129.44;1.95;159.93;129.72;66.19;1.02;1234.2;HIIT;3.422.486.445.356.760;3.52;1.99;1.0;34.04;4.0;-0.03;293.72;118.07;79.16;3204.0;Other;Snack;Low-Carb;7.24;1916.31;49.14;289.4;Grilled;9.71;27.46;1.29;Squats;3.98;24.11;Builds chest strength;375.09;Full Body, Core, Shoulders;None or Dumbbell;Advanced;Chest;Lower;Pull-ups;3.404.076.265.614.720;2359.6;0.4979149008306493;0.9121600741656366;0.677725624066567;0.8111048583755393;1969.8;8.513.933.545.130.190;7.651.836;1,52E+36;Very High
33.89;Female;66.36;1.69;190.92;156.66;52.1;0.81;979.21;HIIT;24.423.144.747.330.900;2.29;3.01;1.0;23.23;3.03;-0.01;168.05;68.08;44.28;1661.0;Other;Lunch;Paleo;3.21;1846.81;13.48;108.42;Grilled;15.06;8.72;3.48;Incline Push-ups;4.0;22.95;Improves core stability;363.54;Core, Shoulders, Hips;Bench, Barbell;Advanced;Forearms;Posterior;Incline dumbbell flyes;2.323.448.058.541.360;1343.04;0.5005063140338337;1.025.919.228.450.870;0.7532055899726264;0.8205531112507857;681.79;5.015.280.114.567.120;5.889.348.000.000.000;1,18E+36;Very High
35.61;Male;47.5;1.74;195.63;159.92;52.81;1.52;1642.97;Strength;207.624.853.531.554;1.61;3.98;2.01;15.69;2.02;-0.01;284.6;113.88;75.52;1298.0;Other;Breakfast;Low-Carb;49.92;52.16;160.65;403.2;Baked;43.02;14.94;3.73;Dead Bugs;4.0;17.01;Improves lower back strength;348.12;Lower Back, Glutes;Wall;Intermediate;Shoulders;Lower;Barbell squats;15.688.994.583.168.100;2273.6;0.5007037297677692;2.397.473.684.210.520;0.7499649908976334;0.8174615345294689;-344.97;3.763.781.945.725.110;10.582.848;8,28E+34;Medium
34.19;Female;101.55;1.71;185.0;135.1;71.95;0.95;1149.5;HIIT;3.452.066.387.301.940;3.2;2.0;1.0;34.73;3.01;0.0;233.21;92.58;62.16;2732.0;Other;Snack;Paleo;17.64;1690.26;231.61;220.97;Roasted;49.3;109.11;4.82;Superman;5.02;19.87;Strengthens lower abs and hip flexors;352.61;Lower Chest, Triceps;Cable Machine;Advanced;Arms;Lateral;Barbell squats;3.472.863.445.162.610;1862.6;0.5008268012455708;0.911669128508124;0.5586023883237505;0.7302702702702702;1582.5;6.649.426.583.694.870;669.959;9,19E+34;High
32.36;Male;58.91;1.66;183.83;159.61;63.79;0.52;343.2;Yoga;2.540.139.242.163.400;1.8;1.99;1.0;21.38;4.03;-0.01;284.03;113.46;75.03;1594.0;Other;Snack;Paleo;29.8;681.55;157.8;273.63;Fried;35.38;46.59;3.11;Russian Twists;3.95;18.0;Builds back strength;368.04;Full Core;Cable Machine;Intermediate;Chest;Middle;Standing calf raises;2.137.828.422.122.220;2265.23;0.5015473042472509;19.259.887.964.691.900;0.7982339220259914;0.8682478376761138;1250.8;43.946.039.724.415.300;3.827.616;1,30E+36;Very High
56.95;Female;76.71;1.86;172.88;140.72;54.82;1.14;820.8;Yoga;25.273.515.353.640.500;2.81;3.97;2.0;22.17;2.0;0.02;207.25;82.58;54.92;2297.0;Other;Snack;Balanced;4.83;380.61;279.01;159.4;Raw;7.77;66.51;4.21;Tricep Extensions;4.01;15.95;Strengthens shoulders;354.46;Quadriceps, Hamstrings, Glutes;Bench or Chair;Beginner;Abs;Middle;Leg press;2.217.308.359.347.900;1653.6;0.5013304305757136;10.765.219.658.453.900;0.7275961375571743;0.8139750115687182;1476.2;5.732.268.637.222.230;8.081.687.999.999.990;9,59E+34;High
40.65;Male;62.19;1.64;166.12;130.83;68.09;1.93;2004.11;Cardio;2.066.970.547.957.170;2.69;3.98;2.98;23.12;1.99;0.01;217.47;87.3;58.1;1710.0;Other;Lunch;Vegetarian;16.81;1097.35;155.42;262.97;Raw;21.15;79.4;4.51;Deadlifts;5.01;25.04;Targets upper chest;351.1;Legs, Core;Step or Box;Intermediate;Legs;Upper;Decline dumbbell press;2.312.239.738.251.040;1741.98;0.4993627940619295;14.037.626.628.075.200;0.6400081607671122;0.7875632073200097;-2.941.099.999.999.990;4.933.551.016.225.430;1.355.246;8,87E+34;High
46.95;Female;97.69;1.9;198.82;147.67;64.1;0.75;909.15;HIIT;3.036.345.349.576.290;3.0;2.98;1.02;27.06;2.98;-0.0;236.41;94.9;62.98;2530.0;Other;Lunch;Low-Carb;33.04;1198.43;241.89;187.44;Boiled;41.79;92.77;4.28;Lunges;5.0;17.03;Improves core stability and upper body strength;344.91;Chest, Triceps;Bench or Step;Advanced;Back;Wrist Extensors;Barbell hip thrusts;27.060.941.828.254.800;1892.06;0.4997938754584949;0.9714402702426044;0.6203236342042755;0.7427321195050799;1620.85;6.802.794.227.998.910;517.365;7,67E+34;Medium
22.12;Female;89.11;1.62;174.22;162.05;68.83;1.89;2211.3;Strength;3.058.486.341.196.760;3.5;5.01;3.0;33.95;4.01;4.02;396.93;159.01;106.03;2612.0;Other;Lunch;Low-Carb;25.4;268.88;274.62;432.46;Grilled;33.9;36.07;3.09;Seated Rows;4.98;23.94;Builds back strength;350.71;Lower Chest, Triceps;None or Dumbbell;Intermediate;Abs;Upper;Incline cable crossovers;3.395.442.767.870.750;3178.03;0.4995925148598345;1.784.423.745.931.990;0.8845241484011767;0.930145792675927;4.006.999.999.999.990;61.855.828.213.595.600;13.256.837.999.999.900;8,79E+34;High
49.86;Male;69.69;1.96;165.91;138.79;68.18;0.98;860.83;Cardio;2.304.763.705.010.470;2.01;2.97;1.0;18.14;1.98;0.01;243.04;96.86;64.77;2078.0;Other;Dinner;Balanced;26.42;1604.81;38.02;105.73;Raw;24.83;71.87;2.19;Dead Bugs;5.0;19.95;Improves balance and coordination;335.73;Core, Shoulders, Hips;Dumbbells or Barbell;Intermediate;Back;Wrist Flexors;Barbell rows;1.814.087.880.049.970;1942.53;0.500460739345081;13.898.694.217.247.800;0.722500767420444;0.8365378819842083;1217.17;5.362.810.173.978.190;6.580.308;6,16E+34;Low
49.93;Male;98.0;1.72;187.72;125.42;61.98;1.45;1912.41;HIIT;32.690.183.164.969.100;2.7;3.0;1.99;33.13;3.0;-0.0;302.03;120.29;80.13;2672.0;Other;Breakfast;Low-Carb;0.94;394.52;264.48;254.64;Raw;45.75;17.72;4.37;Rows;5.0;20.06;Enhances full-body coordination and stability;355.14;Full Body, Core, Shoulders;Step or Box;Intermediate;Forearms;Middle;Cable crossovers;3.312.601.406.165.490;2410.45;0.5012010205563276;12.274.489.795.918.300;0.5045331636710673;0.668122735989772;7.595.899.999.999.990;6.596.362.049.833.020;1.029.906;9,74E+34;High
39.33;Female;84.86;1.89;163.05;139.73;60.96;0.77;934.24;HIIT;27.094.146.454.590.300;3.63;1.98;1.03;23.76;1.99;0.01;188.97;75.05;50.75;2226.0;Other;Snack;Balanced;28.23;1311.4;291.03;183.89;Boiled;47.95;106.1;2.0;Push-ups;4.01;15.0;Builds lower body power and endurance;334.61;Lower Abs;Pull-up Bar;Intermediate;Shoulders;Wrist Flexors;Hyperextensions;23.756.333.809.243.800;1512.83;0.4996463581499574;0.8843978317228376;0.7715741012831813;0.8569763876111621;1291.76;6.186.790.731.863.460;5.152.994;5,99E+34;Low
44.57;Female;73.35;1.74;181.02;152.59;49.96;1.2;864.0;Yoga;25.693.118.975.962.100;2.29;4.02;2.0;24.23;3.01;0.03;253.22;100.97;67.3;2115.0;Other;Snack;Vegan;38.34;940.2;280.95;200.53;Grilled;46.25;36.96;3.57;Pistol Squats;4.02;21.11;Improves hip power and cardiovascular fitness;338.99;Chest, Triceps, Shoulders;Bench or Chair;Intermediate;Arms;Grip Strength;Hanging leg raises;24.227.110.582.639.700;2022.46;0.5008158381377135;1.376.550.783.912.740;0.783076453532733;0.8429455308805657;1251.0;54.504.097.231.131.700;813.576;6,66E+34;Medium
41.6;Male;79.17;1.93;181.05;147.09;50.18;1.22;1072.62;Cardio;21.719.703.151.381.100;3.3;1.98;1.0;21.25;3.99;0.98;322.38;129.48;85.65;2105.0;Other;Lunch;Balanced;47.97;1568.33;207.65;146.61;Grilled;23.8;114.81;4.38;Plyo Squats;4.97;16.94;Advanced core exercise;361.29;Shoulders, Upper Back;Kettlebell;Beginner;Abs;Grip Strength;Skull crushers;21.254.261.859.378.700;2578.29;0.5001454452369594;16.354.679.802.955.600;0.7405058454955299;0.812427506213753;1032.38;6.197.451.101.505.150;8.815.476;1,12E+35;Very High
